Country Name,Country Code,Time,Time Code,CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],"Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],"Community health workers (per 1,000 people) [SH.MED.CMHW.P3]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],"Government expenditure per student, tertiary (% of GDP per capita) [SE.XPD.TERT.PC.ZS]","Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Net migration [SM.POP.NETM],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Gini index [SI.POV.GINI],Net primary income (Net income from abroad) (constant LCU) [NY.GSR.NFCY.KN],Population growth (annual %) [SP.POP.GROW],"Secondary education, teachers [SE.SEC.TCHR]",Lending interest rate (%) [FR.INR.LEND]
Norway,NOR,2019,YR2019,0.0970401710454151,0.523532946162022,24.3499339410532,..,83.2306900024414,118.620162963867,3.69,9.96,29.8554167775132,31.3372250303355,..,..,7.93838977813721,82.9585365853659,26.7591104734577,64385.0059928545,76005.224786526,4.03263923720599,0.0679926261787642,72.9855373000131,71.0444048577179,2.16773003305405,25564,5,2.4,27.7,99449083000,0.675061373245644,50747.55859375,3.23583333333333
Oman,OMN,2019,YR2019,0.468701844525693,0.499699311370897,23.1085016273177,..,40.4456405639648,107.090766906738,..,..,26.8651485259632,39.3731135223896,..,..,5.41320991516113,78.002,32.8749142762095,33814.1116228719,18044.2704535008,4.81225302279426,-1.16331668317662,19.4405100503848,86.4761336586,0.133795057453182,-106864,1,10.6,..,..,0.0350068045198641,41032,5.41334351278467
Pakistan,PAK,2019,YR2019,0.15877589302546,3.65125185059589,10.7497531702128,..,12.2206401824951,44.8681488037109,4.83,9.56,15.4996434687193,5.37579442683307,..,..,2.50755000114441,66.756,64.4482862019936,5157.546571801,1452.85157330085,0.696146444706966,0.862674221586389,..,28.9055757994453,10.5783618004555,-1177218,2,67.5,..,..,1.6079813474837,..,12.233054804153
Palau,PLW,2019,YR2019,0.76566942237696,..,..,..,..,..,..,..,..,..,..,..,6.80999994277954,..,29.4746850487283,17605.4802594347,15078.7089537793,19.4403011832198,0.104575692886286,..,..,0.267379679144381,8,10,17.4,..,..,0.290665380719677,..,..
Panama,PAN,2019,YR2019,0.0959020675688422,11.34072937901,11.905905852706,..,..,..,6.41,17.07,38.3024441511755,35.7360492890882,..,..,3.12736010551453,77.81,41.5770119864884,31543.6060613792,15122.517274072,6.2989106591684,1.34288653402731,25.7880939442617,84.982374552881,-0.355083821021217,10623,8,14.8,49.8,..,1.60228973055272,..,7.09
Papua New Guinea,PNG,2019,YR2019,0.193110958697717,..,..,..,..,..,..,..,..,..,..,..,1.67774999141693,65.474,57.0599124959418,3947.86549014703,2590.50515304414,1.35577343472576,2.14546338635098,..,..,3.92867290939598,22977,9,45.5,..,..,2.26018781066996,..,8.65083333333333
Paraguay,PRY,2019,YR2019,0.0886791778539101,8.4838859382883,11.9462687058924,..,..,..,6.59,15.28,21.6853116218616,22.7225377563872,..,..,3.46971011161804,73.621,45.5960184516565,13609.72300919,6229.22489536642,1.06104676965212,-1.72420205098025,..,71.3276553050973,2.7570972756279,-16270,1,19.4,45.7,..,1.33657480808218,..,15.4842638363204
Peru,PER,2019,YR2019,0.130249775823078,7.26583438183995,13.2443725852511,..,..,108.833801269531,3.38,7.33,20.8336395514866,21.9683090458592,..,..,3.81996011734009,76.156,41.7276983712775,12735.16827797,6550.52823999169,2.08491789500609,0.306641968886368,43.344185836973,46.9435053754409,2.25212191358024,136558,7,14.9,41.6,..,1.90972560807882,208630.609375,14.38545
Philippines,PHL,2019,YR2019,0.144766014246466,4.31596781848061,12.4677544304587,..,31.6224899291992,89.765266418457,2.24,6.77,26.4018084648625,14.3258062308726,..,..,3.3557915687561,71.865,49.1300866938723,8731.860868896,3589.61679192751,2.30117574125842,4.37652555236315,73.058700367829,68.8418422595763,2.39206534422402,-24066,1,27.3,..,..,1.65518369204871,450761,7.09583333333333
Poland,POL,2019,YR2019,0.222257827627538,0.657252097562917,18.0219987659996,..,69.1840286254883,111.800842285156,3.28,9.87,20.496510365778,24.1984678119915,..,..,4.6692099571228,77.9048780487805,22.867525084517,33159.749027584,15053.2323676784,2.95593729844806,4.47550510562556,25.4370760782209,102.688713790566,2.227478809383,-2974,7,4.4,28.8,..,-0.0244271070993493,258181,..
Portugal,PRT,2019,YR2019,0.116346253274758,0.709431936468329,16.997278875643,..,67.9307022094727,120.621208190918,6.46,18.27,18.4925617594098,18.944688041896,..,..,4.63002014160156,81.6756097560976,21.177121625719,34945.6615139469,21617.411624379,4.30025203399647,2.65839260557085,..,86.5647174091784,0.338178410046125,43656,2,3.4,32.8,-5229152000,0.0237334946497115,82535,..
Puerto Rico,PRI,2019,YR2019,..,19.2232559488461,7.97249786923171,..,..,..,8.3,..,15.3486659868501,26.621666869597,..,..,3.5561695098877,79.063,22.0857668458481,34792.655492137,30181.2724849071,..,1.66423879920615,..,107.592859643249,..,-16013,12,..,..,..,0.0106465459574109,..,..
Qatar,QAT,2019,YR2019,0.346037352334243,0.391844644285213,18.519631516606,..,18.9489994049072,..,0.1,0.3,42.580300613307,56.9551446009563,..,..,2.80378007888794,80.99,17.3192375595987,90840.4290707598,59672.6415484228,-1.59956581902869,-0.679178215497302,91.0219228485515,90.3196917681476,-0.666641124861102,15493,1,6.1,..,..,1.45331728352711,9968,5.03907055609657
Romania,ROU,2019,YR2019,0.115443698902823,1.2497303988366,17.5406135733346,..,51.3538208007813,88.0702819824219,3.91,16.76,24.2887489746611,20.1860772746919,..,..,3.58318996429443,75.6073170731707,24.3691804274633,30000.977830377,11252.7929110931,2.93421358718117,4.40172136610761,10.4017110417744,84.5030610232464,3.82785432599428,-25453,9,7,34.8,..,-0.526814821936341,122661,7.16166666666667
Russian Federation,RUS,2019,YR2019,0.386049350797248,7.68617006705188,18.1013664111203,..,86.400146484375,103.602760314941,4.5,15.18,22.6615137722235,30.2996214702719,..,..,3.517245054245,73.0839024390244,26.1905205446871,27254.57421875,9958.4609375,1.88851854086689,2.24397951657973,46.7493319857055,49.2287536619033,4.47036660760175,333509,9,5.8,37.7,..,-0.0495686654330689,767100,8.75333333333333
Rwanda,RWA,2019,YR2019,0.0454672219391402,3.14763629654723,15.7999576549973,..,6.23539018630981,44.3190383911133,11.24,16,23.487980632959,9.172921788007,..,..,3.23707008361816,66.437,69.5192103075486,2191.40160888613,871.279521356256,2.54117440896585,6.87465521724859,31.0362926317763,57.9363274600042,3.3478765503764,-11823,11,42.1,..,..,2.39079436618151,..,16.5275
Samoa,WSM,2019,YR2019,0.210768751518752,..,13.7720334091913,..,14.0235500335693,..,..,..,33.6506488929242,19.2382971492448,..,..,4.70625019073486,72.157,66.8085282550197,6346.14633456495,4421.34561483944,-0.238658041301286,3.36546691550508,..,83.3310820410377,0.982326569888142,-2469,9,17.5,..,..,1.04553544180183,..,8.92916666666667
San Marino,SMR,2019,YR2019,..,..,19.5202935432042,..,49.6796684265137,59.8926696777344,7.54,..,24.0244731514119,44.7541733995705,..,..,3.37969994544983,..,20.439742973292,60076.0113443406,44142.8704677228,..,1.99998659641041,..,307.264778080283,..,148,1,1.9,..,..,0.0643896179357351,272,3.98499166666667
Sao Tome and Principe,STP,2019,YR2019,0.161970697823211,..,..,..,..,..,..,..,..,..,..,..,5.92154979705811,68.523,74.6513299784328,4013.72189725452,1676.39631287316,5.65989290910398,0.660539495245359,..,..,..,-1718,0,17.1,..,..,1.52840326719874,..,19.0620185185185
Saudi Arabia,SAU,2019,YR2019,0.312034013562348,0.795481397709382,23.9345683883589,..,70.90087890625,111.794799804688,5.64,25.21,29.1375293457412,37.4647718796167,..,..,6.79474020004272,77.304,36.2310446026358,44954.9911895249,18955.5463509722,0.56775526714284,-1.93244819750768,299.498617119936,62.8161464446777,-2.09333333333333,241172,3,7.3,..,..,2.28458901092139,232900,..
Senegal,SEN,2019,YR2019,0.185582024868585,..,14.0107520113065,..,13.1359395980835,46.2390518188477,2.86,4.05,31.9513532394513,17.6774712663465,..,..,5.34887981414795,68.526,77.6850923532174,3430.48388209103,1409.97081603748,4.5534912026304,1.8292630702439,..,64.2497475276669,1.75856517595659,-19973,6,41.8,..,..,2.69763115886709,..,..
Serbia,SRB,2019,YR2019,0.34091667035874,1.18901959321883,16.620230805666,..,67.7898406982422,94.4721908569336,10.39,27.53,25.0874715062731,15.154718463046,..,..,3.61647009849548,75.9365853658537,21.5052503947181,18306.8118974969,6567.90956383791,8.28646741082213,4.89309425558007,..,111.954597500673,1.8492298451109,489,6,5.7,34.5,..,-0.536610017822353,67097,..
Seychelles,SYC,2019,YR2019,0.204771469925288,9.58106781000743,33.1571421690663,..,19.1731700897217,78.6112899780273,2.97,9.7,26.4858955976753,15.4003877385669,..,..,3.91458988189697,74.0463414634146,33.6665138767725,29369.5287251282,16992.0323979001,15.2630252910311,2.18847196354884,67.4755335805117,217.786836522933,2.07476436485001,305,2,14.4,..,..,0.887925293341637,698,12.6043960402411
Sierra Leone,SLE,2019,YR2019,0.0647374996215457,..,8.56636626724428,..,..,..,..,..,12.5320344950136,-7.1647429353301,..,..,7.4470100402832,60.255,70.8687059846996,1655.6851704944,630.896017541675,8.39920036925884,2.82724652928472,..,56.1906504048883,14.804999090602,-2238,5,112.5,..,..,2.33284062492806,..,17.9666666666667
Singapore,SGP,2019,YR2019,0.0810966235207346,0.204554578144537,10.276640950498,..,91.0889892578125,104.714958190918,3.1,7.7,24.6811184024674,54.189792313809,..,..,2.73621010780334,83.5951219512195,16.1483539612428,98283.3089080861,61340.1661723862,28.0428166132802,-0.0545548569257619,185.704918607418,321.807411230997,0.565260568780358,40624,8,2.4,..,..,1.14428330688929,14516,5.25
Sint Maarten (Dutch part),SXM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,75.437,17.0212765957447,..,..,..,..,..,..,..,540,..,..,..,..,1.72846502838337,..,..
Slovak Republic,SVK,2019,YR2019,0.171007814860944,1.39349209853309,19.5848538233489,..,46.4290199279785,90.8072128295898,5.76,16.11,23.7320630411126,24.055936560698,..,..,4.29046010971069,77.6658536585366,23.2524572952213,31973.4616323691,18242.4950003779,2.15645440703311,2.381049045648,..,183.478367376649,2.66456133425443,3378,7,5.8,23.2,..,0.135328072840865,39933,..
Slovenia,SVN,2019,YR2019,0.155159554122539,0.662595961051663,18.3336046944274,..,77.8827667236328,113.026222229004,4.45,8.15,20.6218607261128,29.2214895404,..,..,4.9102897644043,81.5292682926829,23.3191816014741,39034.2332483558,24125.3920363107,3.96001220325662,2.73324724040435,14.5832290594272,158.79924920546,1.63052260754338,7427,3,2.3,24.4,-696312000,0.696304046333357,..,..
Solomon Islands,SLB,2019,YR2019,0.194197127522241,..,27.6258123016473,..,..,..,..,..,22.695330210065,12.6567931086595,..,..,11.1300001144409,70.382,70.09951079948,2616.86304288313,2203.98033155881,2.02495106271771,-0.623761217915714,..,82.9983376152335,1.63485544012242,-1603,10,20,..,..,2.36010120913781,..,10.5951570347602
Somalia,SOM,2019,YR2019,0.036589395817286,..,8.15728604471858,..,..,..,18.83,33.82,..,-52.0277563608327,..,..,0.270000010728836,57.078,94.9803748348911,1138.28593747493,428.483115760689,6.89282960678489,3.62251846953221,..,101.06399383192,..,48055,0,118.6,..,..,3.63316490449428,..,..
South Africa,ZAF,2019,YR2019,0.524259028972952,36.7121383585379,19.6751234518906,..,23.8665599822998,102.556663513184,25.54,47.02,15.8532849869539,16.3934617781153,..,..,5.9177098274231,66.175,44.0171597865869,13852.2059686427,6189.28924467793,1.31677675139964,-0.987175237121861,271.880196422477,54.0547663933225,4.12024587014984,22728,5,34.3,..,..,1.29507386292128,200877.015625,10.125
South Sudan,SSD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,55.912,91.1477593282547,..,..,..,..,..,..,87.2413641500032,2048,2,98.7,..,..,0.502203354157719,..,15.6547053123274
Spain,ESP,2019,YR2019,0.118211690223285,0.7022923075526,18.8619468443926,..,92.8823471069336,125.945289611816,14.1,32.53,20.8294092474346,23.7693223595418,..,..,4.23408985137939,83.8317073170732,22.2382393732824,40760.3089598945,28087.8979203438,1.85614863696109,1.25463175469125,57.1809777150485,66.8738905174013,0.699518994458693,458942,5,3.2,34.3,2103865000,0.717715637103499,303911,..
Sri Lanka,LKA,2019,YR2019,0.0767367173021594,3.42730492260757,8.97254856467492,..,21.1277008056641,..,4.67,21.03,34.1087160600384,28.3302541974915,..,..,1.92999994754791,76.008,36.4643718698858,13639.0218853482,4458.43485391502,0.835214636157263,-0.829146715016009,17.6605534193119,49.4255238852768,3.52839358231809,-94897,2,7.3,37.7,..,0.611875945764341,..,11.2441666666667
St. Kitts and Nevis,KNA,2019,YR2019,0.160394119395782,25.1511690053761,..,..,..,..,..,..,..,..,..,..,4.30000019073486,71.572,28.5178624151166,31194.7371941833,22137.6454319838,5.63792462945109,4.15433514750947,..,..,-0.329562063663904,-191,5,15.4,..,..,-0.102646830627199,..,8.52342308333333
St. Lucia,LCA,2019,YR2019,0.186164370800997,25.7582587417091,..,..,15.3746404647827,89.8651275634766,15.34,37.31,..,..,..,..,3.26606011390686,73.445,26.1254778154356,15460.8007622338,11095.3541798074,3.60566973497885,-1.03680203695492,..,..,0.539087559191731,0,5,24.1,..,..,0.389934037054534,1046,7.72247983333333
St. Martin (French part),MAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,79.983,35.7084800866974,..,..,..,..,..,..,..,-949,..,..,..,..,-2.18305595098921,..,..
St. Vincent and the Grenadines,VCT,2019,YR2019,0.165044317480921,18.1084313809585,..,..,..,..,..,..,..,..,..,..,..,72.835,33.5708292447061,14189.9603548528,8213.164718654,7.56341247117589,0.745631296958905,..,..,0.913069725324485,-758,5,14.6,..,..,-0.339668745500942,712,8.35136941666667
Sudan,SDN,2019,YR2019,0.110741213013317,..,25.2748421738279,..,..,..,..,..,35.8042385442194,35.8465528377868,..,..,..,65.876,74.250403377991,4133.13037109375,1950.04223632813,2.55226968828806,-4.96825070175018,..,1.21884530715618,50.9940515002971,-29450,3,58.4,..,..,2.89358996893094,..,..
Suriname,SUR,2019,YR2019,0.229493776812801,4.99749708687566,..,..,..,..,..,..,..,..,..,..,6.83226013183594,72.242,41.1034360832944,18449.1992080755,8756.06972901955,2.09560541663346,0.05885853008634,..,..,..,203,2,18.3,..,..,1.10317898471941,..,14.9642193921404
Eswatini,SWZ,2019,YR2019,0.0929281938873241,..,21.6853152215288,..,..,..,..,..,13.5695759663393,14.435761538813,..,..,5.64554977416992,60.549,59.5433188823569,8501.26633464844,3766.06299935158,2.84679425693093,1.89702400145713,..,88.6121939844998,2.59801620311075,-9796,4,56.9,..,..,0.788402227821078,..,10.125
Sweden,SWE,2019,YR2019,0.0603713421530221,1.08103670251082,25.7532300951814,..,77.3291091918945,146.246322631836,6.83,20.13,25.1237964686049,29.3083894052205,..,..,7.63851022720337,83.109756097561,28.4845185007824,52850.5691792533,53490.3518198746,3.09382236180391,0.957561656419784,..,91.4338289680865,1.78415097403832,81585,7,2.6,29.3,135239831000,1.01372226345511,75227,..
Switzerland,CHE,2019,YR2019,0.0591268593478635,0.536406335262006,11.3549037641088,..,63.3080596923828,102.340782165527,4.39,8,26.4377929043745,36.240968223085,..,..,5.09326410293579,83.9048780487805,22.647378541888,70857.0890798496,87123.6604363226,1.21642491474438,0.423089768227314,254.301608931646,124.127612180467,0.362886179940635,43546,6,4,..,-25615464000,0.713313668444329,62696,2.63292318
Syrian Arab Republic,SYR,2019,YR2019,..,..,15.3699342294974,..,43.0468788146973,..,..,..,..,-8.59067007329834,..,..,..,71.822,61.0299697058851,..,781.391217414265,..,-2.63099215855095,..,41.9994711236162,..,500572,1,22.6,..,..,3.87953676012686,..,..
Tajikistan,TJK,2019,YR2019,0.270688456634522,..,11.154496661602,..,..,..,..,..,35.3886623401905,12.6037482081866,..,..,5.71290016174316,70.867,60.5778643077865,3575.2797129245,1172.07228695548,2.56373022995454,4.99807403762334,..,56.0450159145896,..,-7192,11,33.5,..,..,2.26242493497438,..,23.5497072150821
Tanzania,TZA,2019,YR2019,0.0797720468923293,4.54131097309171,7.7683961123825,..,3.09249997138977,30.8317699432373,..,..,39.6548582548374,33.6780683689179,..,..,3.59683990478516,66.989,83.7159645198264,2577.66577148438,1037.94030761719,1.9910001589942,2.65632212201817,..,32.9591225913765,3.46428057999023,-64819,5,50.4,..,..,3.02174626028,105802,16.9708333333333
Thailand,THA,2019,YR2019,0.199620570256697,..,16.1739375154914,..,44.8510208129883,104.972938537598,0.72,4.16,23.8057610603957,34.0611532598869,..,..,3.02062010765076,78.975,23.1687193265749,18003.6714479589,6456.24199159638,1.01431728815957,1.89385369730446,104.621970114461,109.668495515531,0.70672860131428,3758,7,9,34.9,..,0.252691237274251,229313,4.08416666666667
Timor-Leste,TLS,2019,YR2019,0.123375893622642,..,47.1670456418492,..,..,86.5342025756836,..,..,26.826874181684,-1.30817562488841,..,..,4.137038230896,68.268,63.1672135123664,3737.79642798811,1530.81109245341,3.67653068367016,21.7202702282561,..,70.8642651296784,0.958812739703201,-5265,0,53.9,..,..,1.46272712419968,5940.5087890625,15.3621803257428
Togo,TGO,2019,YR2019,0.132339222220077,..,13.705911038128,..,13.6758804321289,..,..,..,20.5431001328682,12.2941932046475,..,..,4.06913995742798,60.901,72.3675912040476,2080.52424285664,618.490502735404,4.7877925668892,2.94704091208358,..,54.3720696493022,0.685897590895539,-1997,6,66.6,..,..,2.41162991553907,..,..
Tonga,TON,2019,YR2019,0.234745364614501,0.952830143734427,20.3262319657814,..,..,94.0930862426758,..,..,25.3873316920876,-13.1131462404929,..,..,7.95963001251221,70.871,60.8015672190025,6344.31147352943,4628.48136062338,0.340276872837147,0.897435308576604,..,87.1654471936074,1.17954334821804,-1898,10,11.7,..,..,-0.18943275806294,..,8.06577613962305
Trinidad and Tobago,TTO,2019,YR2019,0.428720919551739,35.4615761650838,..,..,..,..,3.52,9.16,..,..,..,..,3.69809007644653,74.228,27.9679316214335,25306.6179591636,15576.4345950337,0.771388579674627,-0.893769279109108,..,..,1.00054293027224,-19248,7,17.4,..,..,1.00812051332522,..,9.25
Tunisia,TUN,2019,YR2019,0.214858402224778,4.73885918894881,18.816485090181,..,31.8472690582275,..,15.13,..,19.803398083912,9.37152606382243,..,..,..,75.993,37.373611865152,11100.8202863177,4090.43340194668,1.93330611316652,0.523944040649354,20.2911443034969,102.332614725789,6.72007532863804,-19609,3,16.9,..,..,0.969662162376028,..,..
Turkiye,TUR,2019,YR2019,0.171559780678784,2.41969244415338,15.4346780745996,..,115.042060852051,104.115081787109,13.67,25.23,25.2325449997412,27.5982191992092,..,..,4.4477801322937,77.832,35.0746624671358,28150.0589486703,11935.4252883628,1.25655088424575,-0.0281233529557454,24.3396445961308,62.6887289580836,15.1768215720023,-218341,7,10.1,41.9,..,0.808683227368703,725432,..
Turkmenistan,TKM,2019,YR2019,0.757234413691745,..,..,..,14.2286701202393,89.6706085205078,..,..,..,..,..,..,3.12065005302429,69.002,48.4806266671482,14992.6039591323,7422.36251776805,4.70786927420883,4.68862399771371,..,..,..,-9612,..,42.8,..,..,1.52748266915759,76149,..
Turks and Caicos Islands,TCA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,2.50508999824524,75.326,23.1497909010265,25933.5112061295,25438.7832890572,2.25165599228338,1.42989014350586,..,..,..,1358,..,4.8,..,..,3.76787271375568,..,..
Tuvalu,TUV,2019,YR2019,0.200009819351405,0,..,..,..,66.0434265136719,..,..,..,..,..,..,..,64.278,50.3424158531255,4816.55320986744,4184.09405884431,0.551170496153846,12.8479434981304,..,..,..,-57,..,22.7,..,..,0.834063769243882,84,..
Uganda,UGA,2019,YR2019,0.0582050916586977,10.9851014270853,8.77456131195376,..,..,..,..,..,25.5294607794707,20.0504719518724,..,..,1.52999997138977,62.991,88.5853782972489,2250.0149216463,922.023177303942,3.60254290330612,2.88570892266343,..,39.3610539649061,2.86758803446909,107203,5,45.6,42.7,..,3.39509056427404,..,..
Ukraine,UKR,2019,YR2019,0.311533072795066,4.11661376082874,18.7805334308224,..,..,..,8.19,15.41,14.8903574828309,6.84250570376431,..,..,5.44129991531372,71.8273170731707,22.7565980413201,12804.955078125,2425.63452148438,3.76649836392355,3.79372391176472,..,90.5112342910763,7.8867174561113,-7812,8,8.5,26.6,..,-0.530994160113763,312000,19.8217083333333
United Arab Emirates,ARE,2019,YR2019,0.274049832311538,0.69477185266451,12.2551428299819,..,52.6069793701172,102.160346984863,2.33,7.58,22.4227624237073,48.5527458343857,..,..,3.86736989021301,79.726,17.552805276681,71782.1538368191,43785.4172694435,4.27633945790034,0.323686531170736,59.0490069889275,167.383564925995,-1.93108114782168,-4466,6,6.8,..,..,0.779087177439076,53167,..
United Kingdom,GBR,2019,YR2019,0.105122314009106,1.1500680179876,19.0130846499293,..,65.7733612060547,118.736289978027,3.74,11.16,18.2668646698369,16.6519236508354,..,..,5.20774984359741,81.4048780487805,28.1060293047108,47362.264606579,47491.5945630059,0.692697277491496,1.0327408419658,..,64.1301531307911,1.73810460086511,221179,7,4.3,32.8,-851225000,0.564131113399897,364150,..
United States,USA,2019,YR2019,0.225415963108849,4.98594652688855,14.0722246882184,..,87.8887100219727,100.063430786133,3.67,8.39,21.3192324551981,18.6122284448168,..,..,4.98870992660522,78.7878048780488,28.6165299644427,62478.2539535741,60698.0112990179,1.47207498033874,1.82966838809384,158.509263615347,26.4519494737854,1.81221007526015,1158444,11,6.4,41.5,260788949000,0.455381285963537,1705071,5.2825
Uruguay,URY,2019,YR2019,0.0781015399098118,11.4922127861951,..,..,65.1568603515625,123.00382232666,8.73,27.49,14.6394205120955,20.5327575437599,..,..,4.70325994491577,77.508,31.1917691619631,23256.5978718834,16192.1592149791,2.40079709543328,0.310434697962393,..,49.6070435797376,7.88198870879623,-2902,4,6.8,39.7,..,0.0398806735871464,23012,11.5571850608681
Uzbekistan,UZB,2019,YR2019,0.453817899077801,1.20083884051368,16.2138452630845,..,12.5820302963257,97.4187393188477,8.98,..,42.071613991225,24.507989490611,..,..,7.00186014175415,71.344,44.6862054455215,7348.14688265424,3161.4153813888,3.86675496902802,3.74451756651972,..,72.85728686348,14.5257359560686,-69397,6,15.4,..,..,1.87647016682647,375124,23.6060674782463
Vanuatu,VUT,2019,YR2019,0.21641096812738,0.657020510537788,20.5742205677059,..,..,..,5.44,12.27,24.4374127501163,23.9041414611447,..,..,1.7778799533844,69.877,70.5408361550366,3070.35082783161,2838.98740990445,3.96283923161648,0.831127736745984,..,99.3829688227082,2.76252019386107,-403,11,24.7,32.3,..,2.36207637358082,988,10.0458333333333
"Venezuela, RB",VEN,2019,YR2019,..,40.9848464622361,..,..,..,..,..,..,..,..,..,..,..,72.161,44.8528871721572,..,..,..,..,..,..,..,-976460,1,24.2,..,..,-2.90499574537726,..,..
Vietnam,VNM,2019,YR2019,0.328815868791409,..,9.57883667220262,..,28.6399803161621,..,1.68,5.8,31.9799618538509,33.5930910058127,..,..,4.06197023391724,74.093,33.0965093049982,10252.0046223512,3288.35307286665,4.82107504935645,6.39260407908463,44.8064733604497,164.704220728669,2.79582367452244,-4028,8,21.1,..,..,0.904491214904611,..,7.7075
Virgin Islands (U.S.),VIR,2019,YR2019,..,..,37.3087199417051,..,..,..,..,..,..,-6.55817342725285,..,..,..,79.6682926829268,31.364475149075,..,36273.0950999508,..,3.09766661354283,..,155.768763662861,..,-458,..,..,..,..,-0.310759832621892,..,..
West Bank and Gaza,PSE,2019,YR2019,..,0.712863696693198,20.660110310211,..,43.235481262207,90.6723098754883,25.34,40.16,26.8012957072402,-10.7053433332361,..,..,..,75.241,69.9138119324276,6245.44869712345,3378.4346209191,0.769720046510608,-1.15161366535136,21.9307205182829,68.9934922812035,1.58018333639459,-24737,8,15.9,..,..,2.51178246264674,47789,5.93196071275098
"Yemen, Rep.",YEM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,65.092,71.3593306857441,..,..,..,..,..,..,..,-39769,0,61.6,..,..,2.42620792944992,..,..
Zambia,ZMB,2019,YR2019,0.105320852220682,..,17.6842486259595,..,..,..,5.54,10.3,39.2619069826069,40.0667789880609,..,..,4.46517992019653,62.793,81.3833529334219,3372.3589795823,1310.62222427718,2.35091904331731,-1.56423687695015,..,68.791204936096,9.15031644316299,18019,11,62.6,..,..,3.00761810683645,..,10.2916666666667
Zimbabwe,ZWE,2019,YR2019,0.333517938292141,5.14503545596981,7.33916084809102,..,..,..,7.37,11.86,13.7993517680491,15.4386996501626,..,..,..,61.292,75.1450348959424,2203.39680962154,1342.98958704508,1.14280558472994,-8.17732035157181,..,52.6875698801048,255.304990757856,-59918,6,52.7,50.3,..,1.98925274777043,..,16.1816666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Unit of measure,Periodicity,Base Period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Notes from original source,Related source links,License URL
EN.ATM.CO2E.PP.GD,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),CO2 emissions (kg per PPP $ of GDP),,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.","Climate Watch. 2020. GHG Emissions. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. See NY.GDP.MKTP.PP.CD for the denominator's source.",Environment: Emissions,,Annual,,Weighted average,,,,,,,https://creativecommons.org/licenses/by-nc/4.0/
